Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Thiªn V­¬ng Chïy - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	777	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	778	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Nga My KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	779	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Nga My Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	780	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Thóy Yªn §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	781	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Thóy Yªn Néi - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	782	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	783	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Ngò §éc §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	784	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	785	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	786	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	787	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	788	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
C¸i Bang C«n - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	789	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	790	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	791	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Vâ §ang Khİ - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	792	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	793	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
C«n Lu©n §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	794	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	795	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	300	1																																	
MÆt n¹ Th¸nh Gi¶ - ThiÕu L©m	0	11	796	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Thiªn V­¬ng	0	11	797	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Ngò §éc	0	11	798	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - §­êng M«n	0	11	799	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Nga My	0	11	800	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Thóy Yªn	0	11	801	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Thiªn NhÉn	0	11	802	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - C¸i Bang	0	11	803	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - Vâ §ang	0	11	804	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ Th¸nh Gi¶ - C«n Lu©n	0	11	805	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶	0	11	806	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - ThiÕu L©m	0	11	807	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thiªn V­¬ng	0	11	808	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Ngò §éc	0	11	809	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - §­êng M«n	0	11	810	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Nga My	0	11	811	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thóy Yªn	0	11	812	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thiªn NhÉn	0	11	813	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - C¸i Bang	0	11	814	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Vâ §ang	0	11	815	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - C«n Lu©n	0	11	816	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶	0	11	817	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - ThiÕu L©m	0	11	818	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thiªn V­¬ng	0	11	819	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Ngò §éc	0	11	820	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - §­êng M«n	0	11	821	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Nga My	0	11	822	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thóy Yªn	0	11	823	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thiªn NhÉn	0	11	824	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - C¸i Bang	0	11	825	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Vâ §ang	0	11	826	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - C«n Lu©n	0	11	827	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶	0	11	828	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - ThiÕu L©m	0	11	829	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thiªn V­¬ng	0	11	830	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Ngò §éc	0	11	831	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - §­êng M«n	0	11	832	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Nga My	0	11	833	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thóy Yªn	0	11	834	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thiªn NhÉn	0	11	835	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - C¸i Bang	0	11	836	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Vâ §ang	0	11	837	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - C«n Lu©n	0	11	838	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		300	1																																	
Ngo¹i Trang - §­êng M«n	0	11	839	\spr\item\ngoaitrang\nam-dm01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1011	1011	1011	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - §­êng M«n	0	11	840	\spr\item\ngoaitrang\nam-dm02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1012	1012	1012	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - §­êng M«n	0	11	841	\spr\item\ngoaitrang\nam-dm03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1013	1013	1013	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Thiªn V­¬ng	0	11	842	\spr\item\ngoaitrang\nam-tv01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1014	1014	1014	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Thiªn V­¬ng	0	11	843	\spr\item\ngoaitrang\nam-tv02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1015	1015	1015	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Thiªn V­¬ng	0	11	844	\spr\item\ngoaitrang\nam-tv03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1016	1016	1016	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - C¸i Bang	0	11	845	\spr\item\ngoaitrang\nam-cb01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1017	1017	1017	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
Ngo¹i Trang - C¸i Bang	0	11	846	\spr\item\ngoaitrang\nam-cb02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1018	1018	1018	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
Ngo¹i Trang - C¸i Bang	0	11	847	\spr\item\ngoaitrang\nam-cb03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1019	1019	1019	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
Ngo¹i Trang - Ngò §éc	0	11	848	\spr\item\ngoaitrang\nam-nd01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1021	1021	1021	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Ngò §éc	0	11	849	\spr\item\ngoaitrang\nam-nd02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1022	1022	1022	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
